provincianombre,provincia,maxabs,minabs,brecha_sc,count.sc,municipio,zona,show
Navarra,31,31.5,23.4,8.1,2,Orkoien,m31906,dontshow
Pontevedra,36,32.2,24.1,8.1,5,Soutomaior,m36053,dontshow
"A Coruña",15,32.9,24.8,8.1,4,Touro,m15085,dontshow
Valencia,46,33,24.9,8.1,5,"Olleria, l'",m46183,dontshow
Girona,17,37.7,29.6,8.1,3,Llançà,m17092,dontshow
Santa Cruz de Tenerife,38,38.7,30.6,8.1,5,"Paso, El",m38027,dontshow
Girona,17,44.6,36.5,8.1,5,Cassà de la Selva,m17044,dontshow
Santa Cruz de Tenerife,38,44.6,36.5,8.1,2,Puntagorda,m38029,dontshow
Salamanca,37,47.8,39.7,8.1,2,Terradillos,m37322,dontshow
"A Coruña",15,22.4,14.4,8,4,Cerceda,m15024,dontshow
Badajoz,6,24.7,16.7,8,8,Olivenza,m6095,dontshow
Jaén,23,27.8,19.8,8,3,Sabiote,m23075,dontshow
Gipuzkoa,20,40.5,32.5,8,7,Oiartzun,m20063,dontshow
Gipuzcoa,20,40.5,32.5,8,7,Oiartzun,m20063,dontshow
Girona,17,40.6,32.6,8,3,Sant Joan les Fonts,m17185,dontshow
Barcelona,8,42.6,34.6,8,3,Sant Pol de Mar,m8235,dontshow
Barcelona,8,46.3,38.3,8,4,Polinyà,m8167,dontshow
Murcia,30,25.3,17.4,7.9,2,Villanueva del Río Segura,m30042,dontshow
Granada,18,27,19.1,7.9,2,Ugíjar,m18182,dontshow
Pontevedra,36,31.2,23.3,7.9,6,Valga,m36056,dontshow
Burgos,9,31.6,23.7,7.9,3,Valle de Mena,m9410,dontshow
Pontevedra,36,33.3,25.4,7.9,5,Vila de Cruces,m36059,dontshow
"Illes Balears,",7,36.1,28.2,7.9,5,Artà,m7006,dontshow
Jaén,23,36.5,28.6,7.9,3,Segura de la Sierra,m23081,dontshow
"La Rioja",26,37.1,29.2,7.9,6,Alfaro,m26011,dontshow
Granada,18,37.8,29.9,7.9,4,Alfacar,m18011,dontshow
Bizkaia,48,37.9,30,7.9,4,Derio,m48901,dontshow
Navarra,31,39.8,31.9,7.9,5,Berriozar,m31903,dontshow
Lleida,25,40.9,33,7.9,5,Solsona,m25207,dontshow
Barcelona,8,44.9,37,7.9,4,Gironella,m8092,dontshow
Tarragona,43,49.1,41.2,7.9,5,Cunit,m43051,dontshow
Ciudad Real,13,26.6,18.8,7.8,7,Almagro,m13013,dontshow
Pontevedra,36,26.6,18.8,7.8,3,Oia,m36036,dontshow
Badajoz,6,30.2,22.4,7.8,4,Fuente de Cantos,m6052,dontshow
"Las Palmas",35,30.8,23,7.8,16,Gáldar,m35009,dontshow
Córdoba,14,31.5,23.7,7.8,7,Bujalance,m14012,dontshow
Madrid,28,32.5,24.7,7.8,3,Cercedilla,m28038,dontshow
Tarragona,43,33.8,26,7.8,3,"Selva del Camp, La",m43145,dontshow
Madrid,28,34.1,26.3,7.8,3,Torrelaguna,m28151,dontshow
Girona,17,34.7,26.9,7.8,3,Arbúcies,m17009,dontshow
Gipuzkoa,20,37.5,29.7,7.8,6,Zumaia,m20081,dontshow
Gipuzcoa,20,37.5,29.7,7.8,6,Zumaia,m20081,dontshow
Sevilla,41,46.3,38.5,7.8,7,Gines,m41047,dontshow
Girona,17,46.8,39,7.8,3,Hostalric,m17083,dontshow
Málaga,29,23.4,15.7,7.7,2,Monda,m29073,dontshow
Murcia,30,25.2,17.5,7.7,12,Bullas,m30012,dontshow
"Las Palmas",35,27,19.3,7.7,7,Vega de San Mateo,m35033,dontshow
Granada,18,28.2,20.5,7.7,4,Iznalloz,m18105,dontshow
Valencia,46,29.8,22.1,7.7,10,"Eliana, l'",m46116,dontshow
Asturias,33,35.4,27.7,7.7,5,Cangas de Onís,m33012,dontshow
Huelva,21,39.2,31.5,7.7,5,Trigueros,m21070,dontshow
Barcelona,8,44,36.3,7.7,7,Vilanova del Camí,m8302,dontshow
Barcelona,8,45.7,38,7.7,9,Sant Just Desvern,m8221,dontshow
Girona,17,48.7,41,7.7,4,Llagostera,m17089,dontshow
Toledo,45,22.5,14.9,7.6,4,Miguel Esteban,m45101,dontshow
Valencia,46,26.3,18.7,7.6,8,Canals,m46081,dontshow
Cádiz,11,31.2,23.6,7.6,6,Benalup-Casas Viejas,m11901,dontshow
Guadalajara,19,37.4,29.8,7.6,2,Torrejón del Rey,m19280,dontshow
Asturias,33,39.8,32.2,7.6,7,Navia,m33041,dontshow
Barcelona,8,40.4,32.8,7.6,7,"Garriga, La",m8088,dontshow
Pontevedra,36,42.4,34.8,7.6,10,Nigrán,m36035,dontshow
Sevilla,41,42.7,35.1,7.6,6,Gelves,m41044,dontshow
Barcelona,8,43.7,36.1,7.6,2,Vilanova del Vallès,m8902,dontshow
Valencia,46,22.3,14.8,7.5,3,Corbera,m46098,dontshow
"A Coruña",15,25.9,18.4,7.5,8,Santa Comba,m15077,dontshow
Badajoz,6,27.1,19.6,7.5,5,Guareña,m6060,dontshow
Pontevedra,36,30.1,22.6,7.5,9,Cambados,m36006,dontshow
Cantabria,39,30.3,22.8,7.5,5,Suances,m39085,dontshow
Ourense,32,30.6,23.1,7.5,2,Carballeda de Valdeorras,m32017,dontshow
Girona,17,34.4,26.9,7.5,3,Bescanó,m17020,dontshow
Palencia,34,34.7,27.2,7.5,6,Aguilar de Campoo,m34004,dontshow
Badajoz,6,35.7,28.2,7.5,11,Zafra,m6158,dontshow
Pontevedra,36,36.2,28.7,7.5,6,"Rosal, O",m36048,dontshow
Lleida,25,41.5,34,7.5,3,Almenar,m25021,dontshow
Barcelona,8,41.6,34.1,7.5,4,Sant Feliu de Codines,m8210,dontshow
Lleida,25,41.7,34.2,7.5,9,Balaguer,m25040,dontshow
"Illes Balears,",7,43.4,35.9,7.5,5,"Castell, Es",m7064,dontshow
Toledo,45,43.4,35.9,7.5,3,Yeles,m45201,dontshow
Barcelona,8,46.1,38.6,7.5,14,Pineda de Mar,m8163,dontshow
Valencia,46,24.4,17,7.4,7,Buñol,m46077,dontshow
Huelva,21,29.8,22.4,7.4,10,Valverde del Camino,m21072,dontshow
"A Coruña",15,31.1,23.7,7.4,7,"Pobra do Caramiñal, A",m15067,dontshow
Sevilla,41,31.9,24.5,7.4,5,Gerena,m41045,dontshow
Navarra,31,32.4,25,7.4,6,Ansoáin/Antsoain,m31016,dontshow
Bizkaia,48,32.8,25.4,7.4,7,Lekeitio,m48057,dontshow
León,24,33.4,26,7.4,4,"Pola de Gordón, La",m24114,dontshow
Almería,4,35.6,28.2,7.4,2,Zurgena,m4103,dontshow
Zaragoza,50,38.2,30.8,7.4,6,Cuarte de Huerva,m50089,dontshow
Barcelona,8,39.7,32.3,7.4,2,Santa Susanna,m8261,dontshow
Toledo,45,42.7,35.3,7.4,2,Cedillo del Condado,m45047,dontshow
Córdoba,14,17.4,10.1,7.3,2,Pedroche,m14051,dontshow
Granada,18,22.9,15.6,7.3,2,Valle del Zalabí,m18907,dontshow
Ourense,32,23.9,16.6,7.3,2,"Peroxa, A",m32059,dontshow
Córdoba,14,26.8,19.5,7.3,3,"Carpio, El",m14018,dontshow
"Illes Balears,",7,26.9,19.6,7.3,4,Lloseta,m7029,dontshow
Córdoba,14,27.3,20,7.3,6,"Rambla, La",m14057,dontshow
Granada,18,28.6,21.3,7.3,5,Dúrcal,m18071,dontshow
Granada,18,31.4,24.1,7.3,3,Moclín,m18132,dontshow
Huelva,21,32.8,25.5,7.3,4,Zalamea la Real,m21078,dontshow
Guadalajara,19,33.4,26.1,7.3,4,Marchamalo,m19171,dontshow
Toledo,45,35.3,28,7.3,3,Carranque,m45038,dontshow
"A Coruña",15,36.4,29.1,7.3,5,Bergondo,m15008,dontshow
Gipuzkoa,20,37.2,29.9,7.3,6,Urretxu,m20077,dontshow
Gipuzcoa,20,37.2,29.9,7.3,6,Urretxu,m20077,dontshow
Madrid,28,38.1,30.8,7.3,3,Campo Real,m28033,dontshow
Pontevedra,36,38.3,31,7.3,15,Moaña,m36029,dontshow
Lleida,25,42.9,35.6,7.3,3,Bellpuig,m25050,dontshow
León,24,43.6,36.3,7.3,6,"Bañeza, La",m24010,dontshow
Asturias,33,46.8,39.5,7.3,10,Tineo,m33073,dontshow
Cantabria,39,21.3,14.1,7.2,3,Alfoz de Lloredo,m39001,dontshow
Lugo,27,22.6,15.4,7.2,3,Antas de Ulla,m27003,dontshow
Ciudad Real,13,26,18.8,7.2,3,Fuente el Fresno,m13044,dontshow
Jaén,23,28.7,21.5,7.2,4,"Villares, Los",m23099,dontshow
Alicante,3,29.2,22,7.2,6,Muro de Alcoy,m3092,dontshow
Ciudad Real,13,33.4,26.2,7.2,8,Miguelturra,m13056,dontshow
Jaén,23,33.4,26.2,7.2,5,Valdepeñas de Jaén,m23093,dontshow
Tarragona,43,34.9,27.7,7.2,4,Riudoms,m43129,dontshow
Tarragona,43,35.3,28.1,7.2,6,Deltebre,m43901,dontshow
Asturias,33,37.4,30.2,7.2,6,Pravia,m33051,dontshow
Huelva,21,44.9,37.7,7.2,6,Nerva,m21052,dontshow
Barcelona,8,45.9,38.7,7.2,6,Vilassar de Dalt,m8214,dontshow
Cáceres,10,21.3,14.2,7.1,4,Casar de Cáceres,m10049,dontshow
Jaén,23,24.7,17.6,7.1,4,Arjonilla,m23007,dontshow
Murcia,30,28.8,21.7,7.1,5,Blanca,m30011,dontshow
Ciudad Real,13,29.8,22.7,7.1,7,Malagón,m13052,dontshow
Madrid,28,30.6,23.5,7.1,4,Soto del Real,m28144,dontshow
Valencia,46,31.2,24.1,7.1,7,Alberic,m46011,dontshow
Toledo,45,32.9,25.8,7.1,8,Madridejos,m45087,dontshow
Bizkaia,48,33.2,26.1,7.1,3,Lemoa,m48055,dontshow
Granada,18,35.7,28.6,7.1,2,Puebla de Don Fadrique,m18164,dontshow
Tarragona,43,48.5,41.4,7.1,4,Roquetes,m43133,dontshow
Badajoz,6,23.4,16.4,7,6,Cabeza del Buey,m6023,dontshow
"A Coruña",15,23.4,16.4,7,3,Dodro,m15033,dontshow
Córdoba,14,23.6,16.6,7,7,Hinojosa del Duque,m14035,dontshow
Valencia,46,28.6,21.6,7,3,Museros,m46177,dontshow
Huelva,21,29.2,22.2,7,5,Cortegana,m21025,dontshow
León,24,31.3,24.3,7,2,Vega de Espinareda,m24196,dontshow
Badajoz,6,32,25,7,4,Talavera la Real,m6128,dontshow
Valencia,46,33.9,26.9,7,2,Gilet,m46134,dontshow
Barcelona,8,34,27,7,2,Cercs,m8268,dontshow
Navarra,31,34.5,27.5,7,4,Noáin (Valle de Elorz)/Noain (Elortzibar),m31088,dontshow
Málaga,29,35.6,28.6,7,2,Colmenar,m29043,dontshow
Ciudad Real,13,35.8,28.8,7,13,"Solana, La",m13079,dontshow
Barcelona,8,48.6,41.6,7,5,Sant Joan de Vilatorrada,m8218,dontshow
Albacete,2,20.9,14,6.9,4,Madrigueras,m2045,dontshow
"Las Palmas",35,21.4,14.5,6.9,5,Agaete,m35001,dontshow
Valencia,46,24.4,17.5,6.9,3,Xeraco,m46143,dontshow
Jaén,23,25.5,18.6,6.9,5,Castillo de Locubín,m23026,dontshow
Alicante,3,27.1,20.2,6.9,6,Callosa d'En Sarrià,m3048,dontshow
Cádiz,11,29,22.1,6.9,4,Trebujena,m11037,dontshow
Teruel,44,29.5,22.6,6.9,3,Calanda,m44051,dontshow
Bizkaia,48,30.3,23.4,6.9,5,Güeñes,m48045,dontshow
Santa Cruz de Tenerife,38,30.6,23.7,6.9,2,Tijarafe,m38047,dontshow
Asturias,33,34.2,27.3,6.9,4,Tapia de Casariego,m33070,dontshow
Ciudad Real,13,35.6,28.7,6.9,8,Almadén,m13011,dontshow
Granada,18,46.8,39.9,6.9,5,Monachil,m18134,dontshow
Almería,4,18.2,11.4,6.8,2,Oria,m4070,dontshow
Toledo,45,19.1,12.3,6.8,2,Almorox,m45013,dontshow
Albacete,2,22.5,15.7,6.8,2,"Gineta, La",m2035,dontshow
Castellón,12,22.5,15.7,6.8,5,Betxí,m12021,dontshow
Valencia,46,26.6,19.8,6.8,4,Turís,m46248,dontshow
Albacete,2,27.7,20.9,6.8,7,Caudete,m2025,dontshow
Alicante,3,29.2,22.4,6.8,4,"Pinós, el/Pinoso",m3105,dontshow
Navarra,31,29.5,22.7,6.8,8,Zizur Mayor/Zizur Nagusia,m31907,dontshow
Gipuzkoa,20,36.7,29.9,6.8,4,Aretxabaleta,m20013,dontshow
Gipuzcoa,20,36.7,29.9,6.8,4,Aretxabaleta,m20013,dontshow
Pontevedra,36,37,30.2,6.8,8,"Guarda, A",m36023,dontshow
Asturias,33,37.7,30.9,6.8,5,Nava,m33040,dontshow
Madrid,28,38.6,31.8,6.8,2,Ajalvir,m28002,dontshow
Barcelona,8,47.6,40.8,6.8,4,Tona,m8283,dontshow
Sevilla,41,47.8,41,6.8,3,Almensilla,m41010,dontshow
Girona,17,48.6,41.8,6.8,6,"Bisbal d'Empordà, La",m17022,dontshow
Jaén,23,21.4,14.7,6.7,3,Bedmar y Garcíez,m23902,dontshow
"A Coruña",15,24.3,17.6,6.7,6,Vimianzo,m15092,dontshow
Málaga,29,26.8,20.1,6.7,4,Villanueva del Trabuco,m29097,dontshow
Granada,18,27.2,20.5,6.7,3,Albuñol,m18006,dontshow
Valencia,46,27.2,20.5,6.7,4,Ayora,m46044,dontshow
Santa Cruz de Tenerife,38,27.7,21,6.7,2,"Tanque, El",m38044,dontshow
Navarra,31,29.8,23.1,6.7,5,Villava/Atarrabia,m31258,dontshow
Navarra,31,32,25.3,6.7,4,Corella,m31077,dontshow
León,24,36.8,30.1,6.7,3,Villafranca del Bierzo,m24209,dontshow
Zaragoza,50,37.1,30.4,6.7,4,Tauste,m50252,dontshow
Gipuzkoa,20,41.6,34.9,6.7,4,Urnieta,m20072,dontshow
Gipuzcoa,20,41.6,34.9,6.7,4,Urnieta,m20072,dontshow
Granada,18,43.3,36.6,6.7,6,Vegas del Genil,m18911,dontshow
Córdoba,14,18.2,11.6,6.6,4,"Viso, El",m14074,dontshow
Huelva,21,23.5,16.9,6.6,5,Palos de la Frontera,m21055,dontshow
"A Coruña",15,25.6,19,6.6,2,Laxe,m15040,dontshow
Cantabria,39,25.7,19.1,6.6,4,Medio Cudeyo,m39042,dontshow
Almería,4,25.9,19.3,6.6,2,Antas,m4016,dontshow
Jaén,23,26.5,19.9,6.6,5,Arjona,m23006,dontshow
Badajoz,6,26.6,20,6.6,3,Valverde de Leganés,m6143,dontshow
Valladolid,47,28.4,21.8,6.6,4,Íscar,m47075,dontshow
Valencia,46,29.8,23.2,6.6,10,Benetússer,m46054,dontshow
"La Rioja",26,30.3,23.7,6.6,3,Autol,m26021,dontshow
Jaén,23,30.9,24.3,6.6,6,Quesada,m23073,dontshow
Cantabria,39,31,24.4,6.6,3,Entrambasaguas,m39028,dontshow
Toledo,45,31.4,24.8,6.6,2,Novés,m45118,dontshow
Santa Cruz de Tenerife,38,31.9,25.3,6.6,3,Arafo,m38004,dontshow
Madrid,28,35.6,29,6.6,9,San Lorenzo de El Escorial,m28131,dontshow
Ciudad Real,13,37.1,30.5,6.6,4,Santa Cruz de Mudela,m13077,dontshow
"A Coruña",15,37.6,31,6.6,7,Outes,m15062,dontshow
Tarragona,43,43.7,37.1,6.6,4,"Canonja, La",m43907,dontshow
Barcelona,8,47.1,40.5,6.6,4,Arenys de Munt,m8007,dontshow
Madrid,28,23.2,16.7,6.5,2,Cenicientos,m28037,dontshow
Cuenca,16,23.8,17.3,6.5,4,San Clemente,m16190,dontshow
Badajoz,6,24.2,17.7,6.5,4,Puebla de la Calzada,m6103,dontshow
Jaén,23,26.2,19.7,6.5,11,"Carolina, La",m23024,dontshow
Toledo,45,26.8,20.3,6.5,7,Consuegra,m45053,dontshow
Toledo,45,27.4,20.9,6.5,4,Olías del Rey,m45122,dontshow
Girona,17,27.6,21.1,6.5,2,Vilobí d'Onyar,m17233,dontshow
"A Coruña",15,28,21.5,6.5,5,Camariñas,m15016,dontshow
Guadalajara,19,32.9,26.4,6.5,5,Cabanillas del Campo,m19058,dontshow
Valladolid,47,36.1,29.6,6.5,4,Peñafiel,m47114,dontshow
Granada,18,18.6,12.2,6.4,4,Lanjarón,m18116,dontshow
Badajoz,6,21.7,15.3,6.4,2,Segura de León,m6124,dontshow
Pontevedra,36,23.7,17.3,6.4,4,Ribadumia,m36046,dontshow
Valencia,46,25.7,19.3,6.4,2,"Font d'En Carròs, la",m46127,dontshow
Badajoz,6,26.7,20.3,6.4,2,Puebla de Sancho Pérez,m6108,dontshow
"A Coruña",15,27.2,20.8,6.4,5,Coristanco,m15029,dontshow
Sevilla,41,27.4,21,6.4,6,Fuentes de Andalucía,m41042,dontshow
Cantabria,39,28,21.6,6.4,3,Marina de Cudeyo,m39040,dontshow
Alicante,3,28.2,21.8,6.4,4,Catral,m3055,dontshow
Sevilla,41,29,22.6,6.4,4,Villaverde del Río,m41101,dontshow
Almería,4,30.2,23.8,6.4,5,Vélez-Rubio,m4099,dontshow
Toledo,45,30.2,23.8,6.4,2,Cebolla,m45046,dontshow
Ávila,5,30.4,24,6.4,2,"Barraco, El",m5022,dontshow
Cantabria,39,34.5,28.1,6.4,3,Miengo,m39044,dontshow
Granada,18,34.7,28.3,6.4,7,Huétor Tájar,m18100,dontshow
Gipuzkoa,20,35.5,29.1,6.4,2,Zestoa,m20027,dontshow
Gipuzcoa,20,35.5,29.1,6.4,2,Zestoa,m20027,dontshow
Granada,18,36.3,29.9,6.4,3,Chauchina,m18059,dontshow
Ourense,32,55.6,49.2,6.4,2,Avión,m32004,dontshow
"La Rioja",26,16.1,9.8,6.3,2,Cervera del Río Alhama,m26047,dontshow
Lugo,27,20.3,14,6.3,3,Begonte,m27007,dontshow
Lugo,27,23.3,17,6.3,3,Guntín,m27023,dontshow
Gipuzkoa,20,25.4,19.1,6.3,2,Getaria,m20039,dontshow
Gipuzcoa,20,25.4,19.1,6.3,2,Getaria,m20039,dontshow
Lugo,27,26.1,19.8,6.3,2,"Pontenova, A",m27048,dontshow
"A Coruña",15,26.3,20,6.3,5,Muxía,m15052,dontshow
Navarra,31,26.6,20.3,6.3,2,Cizur,m31076,dontshow
Cantabria,39,27.2,20.9,6.3,5,Reocín,m39060,dontshow
Zaragoza,50,28,21.7,6.3,2,Belchite,m50045,dontshow
Pontevedra,36,29.6,23.3,6.3,4,"Neves, As",m36034,dontshow
Málaga,29,29.8,23.5,6.3,2,Casabermeja,m29039,dontshow
Bizkaia,48,34.5,28.2,6.3,6,Muskiz,m48071,dontshow
Madrid,28,35.4,29.1,6.3,4,Torrejón de la Calzada,m28149,dontshow
Barcelona,8,41.3,35,6.3,3,Begues,m8020,dontshow
Sevilla,41,50.3,44,6.3,4,Isla Mayor,m41902,dontshow
Cuenca,16,21.3,15.1,6.2,2,Minglanilla,m16125,dontshow
"Illes Balears,",7,22,15.8,6.2,2,Llubí,m7030,dontshow
Zamora,49,26.4,20.2,6.2,2,Villalpando,m49250,dontshow
Santa Cruz de Tenerife,38,27.3,21.1,6.2,2,Barlovento,m38007,dontshow
Madrid,28,30.3,24.1,6.2,3,Cobeña,m28041,dontshow
Ciudad Real,13,30.6,24.4,6.2,5,Pedro Muñoz,m13061,dontshow
"Illes Balears,",7,31.8,25.6,6.2,2,Esporles,m7020,dontshow
Cáceres,10,33.6,27.4,6.2,6,Jaraíz de la Vera,m10104,dontshow
"Illes Balears,",7,34.3,28.1,6.2,3,Ferreries,m7023,dontshow
Girona,17,34.8,28.6,6.2,2,Sant Gregori,m17163,dontshow
Valladolid,47,36,29.8,6.2,6,Tudela de Duero,m47175,dontshow
Toledo,45,37.1,30.9,6.2,2,Ontígola,m45123,dontshow
Alicante,3,19.2,13.1,6.1,4,Benejúzar,m3024,dontshow
Málaga,29,21.4,15.3,6.1,2,Riogordo,m29083,dontshow
Pontevedra,36,23.9,17.8,6.1,3,Moraña,m36032,dontshow
Pontevedra,36,26.2,20.1,6.1,3,Crecente,m36014,dontshow
Girona,17,27.7,21.6,6.1,3,Sant Joan de les Abadesses,m17167,dontshow
Castellón,12,27.8,21.7,6.1,2,Sant Joan de Moró,m12902,dontshow
Lugo,27,28.8,22.7,6.1,7,Chantada,m27016,dontshow
Ourense,32,29.2,23.1,6.1,2,Vilar de Barrio,m32089,dontshow
Córdoba,14,29.9,23.8,6.1,4,Fuente Obejuna,m14029,dontshow
Ciudad Real,13,30.3,24.2,6.1,9,Socuéllamos,m13078,dontshow
Almería,4,30.4,24.3,6.1,2,Turre,m4093,dontshow
Bizkaia,48,32.2,26.1,6.1,3,Urduña/Orduña,m48074,dontshow
Guadalajara,19,45.4,39.3,6.1,2,Pioz,m19220,dontshow
Barcelona,8,46.4,40.3,6.1,4,Montgat,m8126,dontshow
Granada,18,16.6,10.6,6,4,Algarinejo,m18012,dontshow
Jaén,23,18.5,12.5,6,7,Porcuna,m23069,dontshow
Almería,4,18.7,12.7,6,2,Alhama de Almería,m4011,dontshow
Valencia,46,20.8,14.8,6,2,Rafelguaraf,m46209,dontshow
Jaén,23,21.4,15.4,6,4,Cambil,m23018,dontshow
Valencia,46,26,20,6,4,Almussafes,m46035,dontshow
Ciudad Real,13,27.6,21.6,6,6,Membrilla,m13054,dontshow
Teruel,44,28,22,6,4,Utrillas,m44238,dontshow
Ciudad Real,13,29.2,23.2,6,3,Torralba de Calatrava,m13083,dontshow
Valencia,46,29.3,23.3,6,6,Meliana,m46166,dontshow
Jaén,23,29.7,23.7,6,7,Jódar,m23053,dontshow
Santa Cruz de Tenerife,38,32,26,6,4,Breña Alta,m38008,dontshow
Soria,42,33.1,27.1,6,2,Ólvega,m42134,dontshow
Barcelona,8,45.2,39.2,6,5,Sentmenat,m8267,dontshow
Toledo,45,22,16.1,5.9,2,Villasequilla,m45197,dontshow
Valencia,46,24.4,18.5,5.9,3,Sollana,m46233,dontshow
Jaén,23,25.2,19.3,5.9,5,Marmolejo,m23059,dontshow
Castellón,12,26.3,20.4,5.9,3,Borriol,m12031,dontshow
Albacete,2,27,21.1,5.9,5,Tarazona de la Mancha,m2073,dontshow
Lugo,27,28.2,22.3,5.9,3,Xermade,m27021,dontshow
Cáceres,10,28.8,22.9,5.9,6,Miajadas,m10121,dontshow
Badajoz,6,29.8,23.9,5.9,4,Llerena,m6074,dontshow
Ciudad Real,13,30.7,24.8,5.9,16,Manzanares,m13053,dontshow
Gipuzkoa,20,33.3,27.4,5.9,7,Legazpi,m20051,dontshow
Gipuzcoa,20,33.3,27.4,5.9,7,Legazpi,m20051,dontshow
Jaén,23,35.3,29.4,5.9,4,Pozo Alcón,m23070,dontshow
Gipuzkoa,20,38.6,32.7,5.9,3,Soraluze/Placencia de las Armas,m20065,dontshow
Gipuzcoa,20,38.6,32.7,5.9,3,Soraluze/Placencia de las Armas,m20065,dontshow
Tarragona,43,39.4,33.5,5.9,2,"Morell, El",m43095,dontshow
Salamanca,37,41.1,35.2,5.9,4,Carbajosa de la Sagrada,m37085,dontshow
Bizkaia,48,41.7,35.8,5.9,3,Zaldibar,m48095,dontshow
Lugo,27,18.6,12.8,5.8,4,Monterroso,m27032,dontshow
"Las Palmas",35,22.9,17.1,5.8,7,"Aldea de San Nicolás, La",m35020,dontshow
Granada,18,28.4,22.6,5.8,2,Arenas del Rey,m18020,dontshow
Ciudad Real,13,29.5,23.7,5.8,7,Villarrubia de los Ojos,m13096,dontshow
Bizkaia,48,31.4,25.6,5.8,3,Alonsotegi,m48912,dontshow
Bizkaia,48,36.6,30.8,5.8,4,Ugao-Miraballes,m48065,dontshow
Barcelona,8,36.9,31.1,5.8,4,Cardona,m8047,dontshow
Barcelona,8,39.4,33.6,5.8,5,Pallejà,m8157,dontshow
Girona,17,41.2,35.4,5.8,2,Sant Julià de Ramis,m17169,dontshow
Tarragona,43,41.2,35.4,5.8,2,Castellvell del Camp,m43042,dontshow
Ávila,5,22.3,16.6,5.7,4,Candeleda,m5047,dontshow
Toledo,45,23.5,17.8,5.7,6,"Yébenes, Los",m45200,dontshow
Segovia,40,24,18.3,5.7,2,Nava de la Asunción,m40138,dontshow
Almería,4,27.2,21.5,5.7,2,Sorbas,m4086,dontshow
León,24,27.6,21.9,5.7,2,Torre del Bierzo,m24170,dontshow
Valencia,46,28.2,22.5,5.7,2,Faura,m46122,dontshow
"A Coruña",15,28.4,22.7,5.7,5,Cabana de Bergantiños,m15014,dontshow
Navarra,31,28.5,22.8,5.7,9,Egüés,m31086,dontshow
Cáceres,10,28.6,22.9,5.7,6,Arroyo de la Luz,m10021,dontshow
Santa Cruz de Tenerife,38,28.6,22.9,5.7,4,"Silos, Los",m38042,dontshow
Zaragoza,50,33.1,27.4,5.7,2,Pedrola,m50204,dontshow
Navarra,31,34.4,28.7,5.7,3,Berrioplano,m31902,dontshow
Asturias,33,38.9,33.2,5.7,5,Ribadesella,m33056,dontshow
Barcelona,8,42.3,36.6,5.7,4,Taradell,m8278,dontshow
Barcelona,8,43.6,37.9,5.7,4,Alella,m8003,dontshow
Albacete,2,16.8,11.2,5.6,3,"Bonillo, El",m2019,dontshow
Valencia,46,18.1,12.5,5.6,2,Genovés,m46132,dontshow
Lugo,27,23.8,18.2,5.6,3,Sober,m27059,dontshow
Lugo,27,24.7,19.1,5.6,3,Becerreá,m27006,dontshow
Santa Cruz de Tenerife,38,25.7,20.1,5.6,2,Vallehermoso,m38050,dontshow
Valencia,46,26.6,21,5.6,3,"Alcúdia de Crespins, l'",m46020,dontshow
Ciudad Real,13,27.1,21.5,5.6,6,Herencia,m13047,dontshow
Málaga,29,27.2,21.6,5.6,2,"Burgo, El",m29031,dontshow
Lugo,27,28.3,22.7,5.6,4,Cospeito,m27015,dontshow
Toledo,45,30.9,25.3,5.6,2,Villaluenga de la Sagra,m45188,dontshow
Guadalajara,19,35.3,29.7,5.6,2,Chiloeches,m19105,dontshow
Cádiz,11,36.5,30.9,5.6,3,San José del Valle,m11902,dontshow
Asturias,33,36.6,31,5.6,3,Castropol,m33017,dontshow
Zamora,49,36.7,31.1,5.6,2,Morales del Vino,m49127,dontshow
Huesca,22,39,33.4,5.6,4,Binéfar,m22061,dontshow
Girona,17,42.9,37.3,5.6,3,Sarrià de Ter,m17186,dontshow
Barcelona,8,43.8,38.2,5.6,4,Lliçà de Vall,m8108,dontshow
Lugo,27,19.7,14.2,5.5,4,Palas de Rei,m27040,dontshow
Navarra,31,24,18.5,5.5,2,Ribaforada,m31208,dontshow
Sevilla,41,24,18.5,5.5,2,Alanís,m41002,dontshow
Zaragoza,50,26.3,20.8,5.5,2,Quinto,m50222,dontshow
Toledo,45,27.1,21.6,5.5,2,"Carpio de Tajo, El",m45037,dontshow
Bizkaia,48,30.2,24.7,5.5,5,Elorrio,m48032,dontshow
Jaén,23,32.2,26.7,5.5,7,Torreperogil,m23088,dontshow
Madrid,28,33.6,28.1,5.5,4,Collado Mediano,m28046,dontshow
Barcelona,8,44.1,38.6,5.5,2,Collbató,m8069,dontshow
Ourense,32,21.8,16.4,5.4,2,Rubiá,m32073,dontshow
Toledo,45,24.4,19,5.4,8,Villacañas,m45185,dontshow
Jaén,23,25.8,20.4,5.4,2,Santo Tomé,m23080,dontshow
Gipuzkoa,20,28.1,22.7,5.4,4,Deba,m20029,dontshow
Gipuzcoa,20,28.1,22.7,5.4,4,Deba,m20029,dontshow
Girona,17,30,24.6,5.4,2,"Vall d'en Bas, La",m17207,dontshow
Toledo,45,30,24.6,5.4,8,Torrijos,m45173,dontshow
Jaén,23,32.1,26.7,5.4,5,Beas de Segura,m23012,dontshow
Pontevedra,36,33,27.6,5.4,5,Meis,m36028,dontshow
Granada,18,33.1,27.7,5.4,2,Gualchos,m18093,dontshow
